id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,floor_area,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,BMI
6122,4,1,12,1,1,1,1,3,40000,1,42,4,4,5,5,3,4,2,4,5,5,-8,-8,-8,-8,70000,6,3,5,3,3,2,2,3,-8,69,22.03856749311295
6123,3,2,15,1,1,1,1,7,20000,1,60,4,4,3,1,2,3,2,4,3,1,4,4,2,4,50000,6,2,5,3,1,3,2,3,3,24,19.591836734693878
6124,2,1,21,2,8,1,1,3,5000,1,132,2,2,3,2,3,3,1,4,3,5,-8,-8,-8,-8,20000,6,2,5,3,5,3,3,4,3,55,20.507812499999996
6125,4,1,13,1,6,1,1,4,0,1,240,4,5,5,2,3,3,2,4,5,5,-8,-8,-8,-8,120000,6,3,5,2,3,3,2,4,2,30,19.591836734693878
6126,3,1,4,1,1,1,1,11,40000,4,96,3,4,3,5,3,3,3,3,1,1,4,16,2,4,40000,4,1,4,3,6,3,2,3,4,35,24.221453287197235
6127,4,2,18,1,1,1,1,4,18000,1,160,4,4,4,1,4,2,2,4,3,3,-8,-8,-8,-8,70000,7,3,5,3,3,2,1,4,3,70,18.36547291092746
6128,5,1,17,2,1,1,1,6,0,1,80,5,5,3,5,5,4,3,1,6,5,-8,-8,-8,-8,70000,7,3,5,2,3,2,3,4,-8,36,20.811654526534856
6129,3,2,29,1,1,1,1,1,2000,1,120,3,4,4,1,1,3,1,4,3,2,-8,-8,-8,-8,3000,5,2,5,3,3,3,2,4,3,61,20.761245674740486
6130,3,1,13,2,8,1,1,6,-8,1,75,3,3,2,4,4,4,1,3,1,1,9,25,1,1,-8,5,1,4,3,7,3,3,4,3,51,26.666666666666668
6131,4,2,18,2,1,1,1,4,-8,1,120,4,5,4,1,4,3,1,4,5,5,-8,-8,-8,-8,100000,8,4,5,2,3,2,2,4,-8,26,20.202020202020204
6132,4,1,31,1,1,1,1,4,0,4,70,1,1,5,1,1,1,1,3,1,4,-8,-8,-8,-8,0,6,2,1,3,3,3,3,3,-8,57,22.55337632396672
6133,3,1,10,2,1,1,1,1,0,1,90,2,2,4,1,2,4,1,3,3,3,-8,-8,-8,-8,0,4,2,5,3,3,3,2,4,2,76,20.028841531805796
6134,4,1,16,2,1,1,1,3,3000,1,100,2,2,3,1,1,3,1,4,4,3,-8,-8,-8,-8,10000,8,2,5,3,3,3,2,3,2,70,18.88888888888889
6135,2,1,19,2,1,1,1,3,15000,1,81,4,5,4,1,2,2,1,2,4,1,4,20,2,4,40000,5,2,5,3,3,3,3,3,3,58,23.52365538785803
6136,5,1,21,2,1,1,1,1,12000,1,40,4,4,4,1,3,4,1,4,2,5,-8,-8,-8,-8,12000,4,2,5,3,7,3,2,4,2,70,20.811654526534856
6137,2,2,2,1,1,1,1,3,0,1,180,4,4,3,1,2,4,2,2,1,3,-8,-8,-8,-8,5000,7,2,5,3,7,3,2,3,3,71,24.414062499999996
6138,4,1,27,1,1,1,1,6,36000,1,69,4,5,5,2,2,3,1,4,5,5,-8,-8,-8,-8,168000,8,3,5,3,3,2,2,4,2,73,23.875114784205696
6139,5,2,9,1,1,1,1,1,20000,1,200,3,4,4,1,2,5,1,1,5,3,-8,-8,-8,-8,40000,10,3,5,3,3,3,2,-8,2,53,20.70081674131507
6140,4,1,4,1,1,1,1,3,24000,1,137,4,2,5,4,1,4,1,3,3,5,-8,-8,-8,-8,46000,6,3,7,3,3,2,2,4,2,66,27.76709812465291
6141,4,1,1,1,1,1,1,11,72000,1,119,4,4,4,2,1,2,2,4,7,1,4,20,2,4,144000,6,2,5,3,3,3,2,3,3,46,23.661438615467823
6142,5,1,22,2,1,1,3,12,30000,4,120,5,4,4,2,2,4,3,4,5,1,4,3,2,4,100000,5,4,5,3,3,2,1,5,2,25,21.030283608396086
6143,5,2,17,2,1,1,1,3,2250,1,380,3,3,4,1,4,5,1,1,5,3,-8,-8,-8,-8,15000,7,2,6,2,3,2,2,4,2,48,25.71166207529844
6144,4,1,21,1,1,1,1,4,10000,1,90,3,3,3,4,2,3,1,2,4,4,-8,-8,-8,-8,20000,4,3,5,3,3,2,2,4,3,56,22.948115744558788
6145,3,1,10,2,1,1,1,4,18000,1,50,5,5,4,2,4,3,2,3,4,1,4,-8,2,4,18000,5,2,5,3,6,2,3,4,3,45,17.578124999999996
6146,3,1,22,1,-8,1,1,12,36000,1,80,4,5,4,5,5,2,3,3,5,1,4,3,2,4,36000,4,3,5,3,1,2,2,3,2,25,20.761245674740486
6147,2,1,22,2,1,1,1,3,0,1,50,2,2,3,2,2,3,1,4,3,4,-8,-8,-8,-8,24000,5,2,5,3,3,3,3,4,2,79,16.43535427319211
6148,3,2,5,1,3,0,4,12,120000,1,75,4,4,4,2,3,3,2,4,3,1,4,8,2,4,120000,4,3,5,3,1,2,2,4,2,32,11.428571428571429
6149,4,2,19,2,1,1,3,6,200000,4,360,4,4,4,1,5,4,3,4,7,3,-8,-8,-8,-8,250000,5,4,5,3,3,1,2,3,2,47,24.654832347140037
6150,4,1,23,2,1,-8,2,12,3000,1,70,5,5,5,1,3,3,3,4,-8,6,-8,-8,-8,-8,3000,6,2,3,3,1,3,2,3,2,30,24.341758286340216
6151,5,1,4,1,1,1,1,7,40000,1,63,5,5,5,5,3,3,3,4,5,5,-8,-8,-8,-8,70000,6,3,5,3,3,2,2,4,3,66,27.44059917355372
6152,3,2,31,1,1,0,4,4,0,1,20,3,3,-8,1,3,3,1,-8,3,4,-8,-8,-8,-8,10000,6,2,5,3,3,-8,-8,3,3,30,22.49134948096886
6153,4,2,9,2,1,0,1,3,1500,1,180,2,2,4,1,2,2,1,4,5,3,-8,-8,-8,-8,-8,5,2,5,3,7,3,2,4,2,62,24.444444444444443
6154,3,1,6,2,1,1,1,3,-8,1,110,3,3,3,1,3,3,3,3,3,6,-8,-8,-8,-8,10000,6,3,5,3,3,2,1,3,2,36,19.531249999999996
6155,3,2,29,1,1,1,1,4,20000,1,80,4,3,3,1,3,1,1,3,4,1,4,-8,2,4,40000,5,3,5,3,3,2,1,4,2,47,22.093170054286073
6156,4,1,16,1,1,1,1,13,90000,4,120,4,4,4,2,3,3,4,2,5,1,4,24,2,3,120000,6,4,5,2,3,1,3,4,3,46,24.506489994591675
6157,4,2,6,1,1,1,1,4,20000,1,150,4,4,4,1,2,2,2,4,4,1,4,20,3,4,35000,9,2,5,3,3,2,2,4,3,45,22.144274376417236
6158,4,1,5,1,1,1,1,4,20000,1,100,4,4,4,2,2,1,1,4,4,1,7,2,2,2,20000,9,3,5,3,3,2,1,3,2,31,20.41522491349481
6159,4,2,11,2,1,1,1,1,2000,1,200,2,2,4,1,3,4,2,4,2,4,-8,-8,-8,-8,-8,4,2,5,3,7,2,2,4,-8,72,21.484374999999996
6160,4,1,15,2,1,1,1,3,25000,1,84,5,4,5,2,3,3,1,4,5,1,4,15,2,4,60000,4,3,5,3,3,2,2,3,2,46,20.202020202020204
6161,4,2,18,2,1,1,1,1,0,1,90,4,4,4,1,5,4,1,4,5,3,-8,-8,-8,-8,5000,7,3,5,3,3,2,1,4,3,69,20
6162,4,1,17,2,1,1,1,6,0,1,100,3,4,3,4,2,3,1,4,5,4,-8,-8,-8,-8,16000,7,2,6,3,3,3,3,-8,-8,59,23.93606231490121
6163,4,2,2,1,8,1,1,6,-8,2,300,5,5,4,1,3,4,3,3,5,3,-8,-8,-8,-8,-8,5,3,5,3,1,2,1,4,-8,19,19.1358024691358
6164,4,2,9,2,1,1,1,1,0,1,60,5,4,3,1,4,3,1,2,5,6,-8,-8,-8,-8,20000,6,2,5,3,3,3,2,4,2,40,28.040378144528116
6165,4,1,19,1,1,1,1,10,-8,1,120,4,4,4,5,1,4,2,4,6,1,4,1,2,3,-8,6,3,5,2,1,2,2,4,2,23,23.98687034465345
6166,5,2,23,2,1,1,1,1,960,1,135,4,3,3,1,3,5,1,4,5,4,-8,-8,-8,-8,30000,8,3,5,3,7,2,1,4,2,64,23.49523687470631
6167,4,2,11,2,1,0,3,3,780,1,100,5,5,5,1,5,4,1,2,2,4,-8,-8,-8,-8,60000,4,2,5,3,7,2,3,5,-8,70,20.507812499999996
6168,4,1,7,1,1,1,1,3,24000,1,60,4,4,4,2,3,3,2,4,2,5,-8,-8,-8,-8,24000,4,3,5,3,7,3,2,3,3,56,21.971335857220122
6169,2,1,27,2,1,1,1,4,12000,1,30,4,4,4,1,3,3,2,1,1,1,6,4,2,4,12000,4,2,5,3,1,3,2,4,3,52,22.837370242214536
6170,4,1,26,2,1,1,1,11,50000,4,70,4,4,4,2,2,3,3,2,4,1,4,5,2,4,100000,6,2,5,2,3,2,2,3,3,29,25.71166207529844
6171,1,2,6,1,1,1,1,3,2000,1,30,3,4,4,1,2,2,1,4,2,3,-8,-8,-8,-8,2000,4,1,5,3,1,3,3,4,3,77,19.05197378448407
6172,4,2,22,2,8,1,1,1,4000,1,90,4,5,4,1,3,2,1,4,3,3,-8,-8,-8,-8,8000,7,2,5,3,3,3,2,5,2,36,22.142074506939373
6173,4,1,1,2,1,0,3,6,36000,1,60.4,4,4,5,2,3,3,2,3,5,5,-8,-8,-8,-8,198000,6,3,5,2,3,2,2,3,2,58,22.744353467030574
6174,3,2,10,1,1,1,1,4,10000,4,160,3,3,3,1,2,2,1,3,5,5,-8,-8,-8,-8,60000,5,3,5,2,3,2,1,4,2,51,30.08382909680909
6175,4,1,4,1,1,1,1,12,80000,4,110,4,5,3,5,3,4,4,4,5,1,4,30,2,4,130000,6,3,5,2,3,2,2,4,3,49,26.332888752094664
6176,3,1,1,2,1,1,1,7,80000,1,53,3,5,5,2,3,5,2,4,7,1,4,31,2,3,160000,4,4,5,3,6,2,2,5,2,50,19.921874999999996
6177,2,2,21,2,1,1,1,4,84000,1,270,5,5,4,1,3,3,1,2,3,1,6,5,2,4,85000,4,3,5,3,1,2,2,5,2,20,22.22222222222222
6178,4,1,31,2,1,0,9,10,0,1,85,5,5,5,2,3,3,3,3,5,6,-8,-8,-8,-8,200000,7,3,5,3,1,2,2,3,-8,18,19.333729922665082
6179,2,1,9,2,1,1,1,5,7000,1,150,3,3,2,1,4,3,1,3,5,1,3,10,2,5,7000,6,2,5,3,7,3,3,4,2,46,19.531249999999996
6180,4,2,21,2,1,1,1,4,10000,1,300,3,4,3,1,2,4,1,2,4,3,-8,-8,-8,-8,20000,6,3,5,3,3,2,1,5,2,53,21.230572023714146
6181,4,2,5,2,1,1,1,4,10000,1,85,3,3,3,1,3,2,1,3,4,2,-8,-8,-8,-8,35000,6,3,5,3,3,2,2,4,2,50,20.028841531805796
6182,4,1,7,1,1,1,1,7,9400,1,48,3,4,1,5,1,3,1,3,3,5,-8,-8,-8,-8,9400,4,1,4,3,6,3,2,4,-8,73,25.432525951557096
6183,2,1,4,1,1,1,1,10,14400,4,53,1,2,1,5,1,4,3,1,2,5,-8,-8,-8,-8,14400,4,1,5,2,6,3,1,5,4,60,25.53544639152223
6184,4,2,2,2,1,1,3,1,3000,1,150,4,4,4,1,2,3,1,4,5,1,3,3,2,5,3000,4,3,6,2,3,2,1,3,1,57,20.703124999999996
6185,5,2,17,1,1,1,1,6,-8,1,215,1,1,5,1,3,4,1,4,6,3,-8,-8,-8,-8,80000,10,3,5,3,3,2,3,5,3,51,24.489795918367346
6186,5,1,21,1,1,1,1,4,10000,4,100,4,5,3,1,3,4,1,3,5,1,3,20,2,5,10000,5,3,6,3,3,2,2,3,-8,66,25.351541373715524
6187,2,1,29,2,1,1,1,1,0,1,60,4,5,5,1,1,3,2,2,4,4,-8,-8,-8,-8,48000,6,2,4,3,3,2,2,3,2,56,20.811654526534856
6188,5,1,2,1,1,1,1,4,5000,1,150,4,4,3,1,4,3,2,3,4,3,-8,-8,-8,-8,10000,7,2,5,3,3,3,3,4,3,44,19.48696145124717
6189,4,1,19,1,1,0,1,9,38000,4,100,5,5,3,1,4,4,2,2,7,1,4,7,2,4,76000,5,3,5,2,2,2,1,3,2,28,24.725182932941294
6190,2,1,12,2,1,1,1,6,60000,1,33,2,2,2,2,2,4,2,2,6,5,-8,-8,-8,-8,100000,5,3,5,3,3,2,1,3,2,61,24.654832347140037
6191,4,1,2,1,8,1,1,6,73200,1,400,5,5,5,2,3,3,5,2,4,1,4,44,2,4,120000,7,-8,6,2,4,1,2,-8,2,61,24.79338842975207
6192,5,1,4,2,1,1,1,12,150000,1,55,4,5,4,2,4,5,4,4,7,1,4,15,2,3,500000,6,3,1,2,3,2,2,3,2,40,20.195092211553114
6193,4,2,15,2,1,1,1,3,30000,1,220,3,3,3,1,5,4,1,3,6,1,4,3,2,4,150000,6,3,5,3,3,2,1,3,2,44,27.548209366391188
6194,4,2,30,2,1,1,1,4,30000,1,900,4,4,5,1,3,2,1,1,5,4,-8,-8,-8,-8,100000,9,3,5,3,3,2,1,4,2,36,20.957171162932475
6195,5,1,26,2,1,1,1,4,25000,1,47,3,5,5,5,2,4,4,4,3,5,-8,-8,-8,-8,50000,5,3,5,3,3,2,2,3,3,63,17.146776406035663
6196,4,1,22,2,1,1,1,10,80000,1,90,4,4,4,2,2,3,3,4,7,1,4,18,2,4,140000,6,4,6,3,3,1,1,4,2,42,19.227687870533565
6197,5,2,22,1,1,1,1,6,5000,1,270,2,3,3,1,3,2,2,2,4,4,-8,-8,-8,-8,90000,8,3,5,3,3,2,3,3,2,66,21.30394857667585
6198,4,2,19,1,1,1,1,1,30000,1,50,4,5,4,1,4,4,1,2,6,1,6,20,2,5,55000,7,3,5,3,3,2,1,4,2,41,23.875114784205696
6199,5,1,31,2,1,1,1,4,12000,1,70,3,5,5,2,2,3,1,5,5,1,4,17,2,5,20000,6,3,5,3,3,3,1,4,2,33,19.531249999999996
6200,3,1,29,2,1,1,1,12,36000,1,120,3,3,3,2,2,2,5,2,6,1,4,20,2,3,70000,6,3,5,3,3,2,1,3,2,50,23.6734693877551
6201,4,1,7,2,1,0,7,9,45000,1,60,2,2,3,2,2,5,5,2,9,1,4,26,2,4,100000,6,3,5,2,3,3,3,3,4,44,23.437499999999996
6202,4,1,11,2,1,1,3,6,-8,2,125,5,4,4,2,3,3,3,2,5,6,-8,-8,-8,-8,50000,6,3,6,2,1,2,1,3,-8,19,18.63821346739168
6203,3,1,11,2,1,1,1,3,20000,1,150,2,2,4,1,4,3,1,3,4,4,-8,-8,-8,-8,20000,5,3,5,3,3,2,2,4,3,62,22.031725684986377
6204,5,1,13,1,1,1,1,7,48000,4,84,3,4,4,2,4,3,3,5,6,5,-8,-8,-8,-8,64000,5,4,7,2,3,1,1,4,2,63,24.801587301587304
6205,4,2,23,2,1,1,1,12,0,2,150,5,5,5,1,2,4,3,2,5,6,-8,-8,-8,-8,25000,7,3,5,2,1,3,2,4,2,25,18.961927424152293
6206,4,1,26,1,1,1,1,4,36000,1,80,3,3,5,1,3,4,4,4,5,5,-8,-8,-8,-8,72000,5,3,5,3,3,1,2,4,2,71,20.202020202020204
6207,5,1,4,1,1,1,1,6,33600,4,70,4,4,5,4,2,5,5,4,7,5,-8,-8,-8,-8,66000,5,2,5,3,3,3,1,5,4,67,26.729927495071667
6208,4,1,5,1,1,1,1,6,23000,1,90,4,4,3,2,4,4,3,3,3,1,4,30,2,4,60000,5,2,5,3,3,2,1,4,3,57,21.383941996057334
6209,2,2,17,2,1,1,1,4,9000,1,100,4,3,3,2,2,4,2,2,6,1,4,16,2,3,10000,6,2,5,3,3,3,2,4,4,39,24.218749999999996
6210,4,1,3,1,1,1,1,10,50000,1,117,3,4,4,2,4,3,1,2,7,1,4,34,2,3,10000,4,4,6,2,3,1,1,4,2,56,22.956841138659325
6211,5,1,17,1,1,0,6,6,30000,1,90,4,5,5,1,2,4,2,2,6,1,2,16,2,3,30000,7,2,5,3,3,2,1,3,2,36,31.020408163265305
6212,3,1,31,2,1,1,1,6,10000,1,78,3,5,4,2,2,5,1,2,5,5,-8,-8,-8,-8,20000,5,3,5,3,3,2,2,-8,4,59,25.390624999999996
6213,5,1,7,1,1,1,1,6,-8,2,100,4,5,5,2,2,2,2,4,4,6,-8,-8,-8,-8,-8,8,3,5,2,1,3,2,4,-8,18,29.387755102040817
6214,4,2,31,2,3,1,1,4,10000,1,48,2,1,3,1,4,4,1,4,4,3,-8,-8,-8,-8,120000,8,3,6,3,3,2,1,4,2,53,26.672763298277697
6215,5,1,12,1,1,1,1,9,10000,4,80,4,5,5,5,3,2,4,4,4,5,-8,-8,-8,-8,10000,6,4,5,3,3,2,2,4,-8,64,21.513858510523864
6216,5,2,2,1,1,1,1,3,10000,1,120,5,4,3,1,3,2,1,4,4,2,-8,-8,-8,-8,30000,8,3,5,3,3,2,1,4,2,43,24.034609838166958
6217,2,1,15,1,1,1,1,6,3500,1,54,2,1,1,1,2,4,1,4,1,1,6,17,2,4,3500,4,1,4,3,7,3,1,2,-8,60,22.86585365853659
6218,4,1,10,1,1,1,1,10,60000,4,70,4,4,4,2,3,3,3,4,5,1,4,20,2,4,100000,6,3,5,2,3,2,1,5,2,46,23.829061987122838
6219,4,2,6,2,1,1,1,3,1200,1,150,2,3,4,1,3,3,1,4,3,3,-8,-8,-8,-8,40000,8,3,5,3,3,2,2,3,2,51,20.811654526534856
6220,4,1,6,2,1,1,1,1,2000,1,60,4,4,4,2,2,2,1,4,4,4,-8,-8,-8,-8,10000,6,3,5,3,3,2,2,4,3,69,22.600262984878366
6221,2,1,12,2,1,0,6,-8,-8,1,160,2,2,3,1,2,4,1,2,5,5,-8,-8,-8,-8,-8,5,3,5,3,7,2,2,3,-8,47,24.034609838166958
6222,4,2,3,1,1,1,1,4,40000,1,160,5,4,5,1,4,4,4,2,3,2,-8,-8,-8,-8,45000,6,3,5,3,3,2,1,5,2,52,27.755102040816325
6223,4,1,10,1,1,1,3,4,50000,1,80,4,4,4,2,2,4,1,4,4,5,-8,-8,-8,-8,50000,5,3,5,3,3,3,2,4,2,61,26.82742078020452
6224,5,1,21,2,1,1,1,9,20000,4,60,5,5,4,2,2,5,3,4,6,5,-8,-8,-8,-8,-8,5,3,5,2,3,2,3,4,3,54,22.582709172343712
6225,3,1,1,1,1,1,1,7,40000,1,30,5,5,5,2,2,2,3,3,5,1,5,2,2,4,70000,5,3,4,3,1,2,2,3,2,26,20.515086478979924
6226,4,1,7,2,1,1,1,6,20000,1,24,4,4,4,2,1,4,2,3,7,5,-8,-8,-8,-8,64000,6,3,5,3,3,3,1,4,3,53,23.588329220496444
6227,4,2,15,1,1,-8,1,4,40000,1,150,5,5,5,1,4,4,3,2,4,1,4,15,2,4,60000,7,3,6,3,3,2,1,4,2,37,22.145328719723185
6228,4,1,24,1,1,0,1,4,925000,1,68,5,5,3,5,4,4,5,1,5,1,4,40,2,4,50000,6,2,5,3,3,2,2,4,4,55,22.857142857142858
6229,5,1,7,2,1,1,1,1,40000,1,50,2,2,4,5,2,4,2,4,5,5,-8,-8,-8,-8,60000,5,3,5,3,3,2,2,4,2,82,16.649323621227886
6230,2,2,21,2,1,1,1,6,0,2,140,3,1,1,1,3,2,1,2,3,5,-8,-8,-8,-8,-8,8,3,5,3,3,2,3,4,-8,57,20.88888888888889
6231,4,1,10,2,1,1,1,4,0,1,100,3,3,2,1,2,3,2,3,5,5,-8,-8,-8,-8,30000,5,2,5,3,3,3,2,4,2,52,27.287440249915317
6232,4,1,21,2,1,0,7,4,3000,1,100,5,4,4,1,3,4,2,4,5,5,-8,-8,-8,-8,3000,4,3,5,3,7,2,2,2,-8,75,26.014568158168572
6233,3,2,5,1,1,1,1,4,80000,1,78,4,5,5,1,4,3,2,3,2,3,-8,-8,-8,-8,80000,5,3,5,3,3,2,1,4,-8,38,11.70375456446428
6234,4,1,24,1,1,1,4,3,36948,4,68,3,4,4,5,3,4,1,2,5,5,-8,-8,-8,-8,38208,5,3,5,3,4,2,2,3,2,87,25.282569898869724
6235,4,1,27,2,1,1,1,6,18000,1,60,3,4,2,4,4,3,4,3,4,5,-8,-8,-8,-8,50000,4,2,5,3,7,3,1,4,2,73,22.031725684986377
6236,5,2,31,1,1,1,1,1,0,1,80,4,5,5,1,1,3,1,5,5,4,-8,-8,-8,-8,50000,8,3,5,2,3,2,1,4,2,68,20.202020202020204
6237,4,2,18,2,1,1,1,12,0,1,180,4,4,3,1,2,3,3,3,5,6,-8,-8,-8,-8,30000,6,3,5,3,1,2,2,5,-8,22,22.308149910767405
6238,4,2,6,2,1,1,4,1,10000,1,80,3,4,4,1,3,3,2,4,2,4,-8,-8,-8,-8,10000,5,3,5,3,3,2,2,3,2,58,19.72386587771203
6239,4,1,12,2,1,0,-8,4,48000,1,15,4,5,4,1,3,3,1,3,8,1,3,4,2,5,48000,6,3,2,3,3,2,1,2,2,20,20.202020202020204
6240,5,2,22,1,1,1,1,4,50000,1,130,4,5,5,1,4,4,1,4,4,1,2,30,2,3,60000,7,3,5,3,3,3,1,4,2,47,22.03856749311295
6241,4,1,18,2,1,1,1,9,20000,1,80,5,5,5,2,4,4,4,2,5,1,4,25,2,4,20000,5,2,5,3,3,2,2,4,3,44,20.703124999999996
6242,4,1,24,2,1,1,2,11,25000,1,130,3,2,3,5,3,3,3,4,5,1,4,21,2,4,-8,6,3,5,2,3,2,1,4,3,38,18.25631871475516
6243,5,1,4,2,1,1,1,3,30000,1,135,5,5,5,5,5,4,1,4,5,5,-8,-8,-8,-8,150000,7,3,5,2,7,3,2,3,2,82,24.034609838166958
6244,4,1,9,2,1,1,1,6,0,1,250,5,5,5,1,3,2,1,3,5,5,-8,-8,-8,-8,40000,6,3,5,3,3,3,1,4,2,25,20.202020202020204
6245,5,1,27,1,1,1,1,4,36000,1,30,3,5,2,1,2,3,1,3,1,1,6,20,2,4,48000,6,2,5,3,3,3,2,4,3,35,21.626297577854675
6246,4,1,13,1,6,1,1,10,48000,4,80,3,4,4,5,2,3,3,4,-8,5,-8,-8,-8,-8,100000,5,3,5,2,3,2,2,4,2,76,25.71166207529844
6247,4,1,8,2,4,0,5,12,50000,4,116,3,4,4,5,3,4,4,3,6,1,4,7,2,3,120000,6,3,5,2,3,2,1,3,4,30,18.36547291092746
6248,3,1,1,2,1,1,1,6,15000,1,50,3,4,3,5,2,3,1,3,3,1,4,27,2,4,55000,6,2,6,3,3,3,3,5,2,44,25.63116749967961
6249,4,2,27,1,1,0,1,3,4000,1,90,2,4,4,1,1,3,2,4,2,1,4,4,2,4,4000,5,2,5,3,5,3,1,3,3,51,22.49134948096886
6250,4,1,24,1,1,0,5,3,36000,1,90,5,5,5,5,3,3,3,3,4,1,4,50,2,4,60000,5,3,5,3,3,3,2,3,3,64,24.79338842975207
6251,5,2,19,1,1,1,1,4,25000,1,90,4,3,5,1,2,3,1,4,5,1,3,26,2,1,100000,5,2,6,2,3,2,1,4,2,45,18.68512110726644
6252,4,2,21,1,1,1,1,3,20000,1,220,4,4,3,1,1,4,1,4,4,1,6,25,2,4,40000,5,3,5,3,4,3,2,4,2,50,20.04744562130375
6253,4,1,16,2,1,1,1,4,20000,1,130,4,2,3,2,3,3,1,3,5,1,3,9,2,5,40000,6,3,5,2,3,3,2,4,3,48,24.218749999999996
6254,2,1,9,2,4,0,2,1,960,1,200,2,2,4,1,3,3,4,5,1,4,-8,-8,-8,-8,24000,8,2,6,3,7,3,3,3,3,79,28.398718000730252
6255,4,1,7,2,1,0,5,3,25000,1,20,4,4,5,5,2,1,1,4,4,5,-8,-8,-8,-8,25000,4,2,5,3,3,3,2,4,2,74,29.333333333333332
6256,3,1,11,1,1,1,1,11,40000,4,100,3,3,3,2,2,3,3,2,3,1,4,28,2,3,140000,4,3,5,2,3,2,2,4,3,51,31.14186851211073
6257,3,1,26,2,1,1,1,10,48000,1,120,4,3,4,4,4,4,3,2,5,1,9,25,2,4,120000,5,4,6,3,3,3,2,2,3,48,23.725286160249738
6258,4,2,18,2,1,1,1,4,5000,1,120,5,4,4,1,4,4,1,4,1,3,-8,-8,-8,-8,5000,5,2,5,3,7,3,2,4,2,53,21.484374999999996
6259,4,1,4,2,1,1,1,9,80000,1,62.5,4,4,4,1,1,3,3,3,5,1,4,15,2,4,200000,5,3,5,3,3,2,2,4,2,37,18.749999999999996
6260,4,1,11,2,1,1,1,6,20000,1,80,3,3,4,1,3,4,2,3,3,1,3,18,2,5,70000,6,3,5,3,3,2,1,5,2,43,23.73323840037973
6261,4,2,9,2,1,1,1,4,0,1,130,4,5,4,1,3,3,3,4,6,1,4,7,2,4,70000,8,3,5,3,3,2,2,4,2,41,22.476586888657646
6262,4,1,26,1,1,1,1,4,80000,1,90,5,5,5,2,3,3,2,4,4,1,4,30,2,3,150000,6,4,5,2,3,2,2,3,2,52,21.224489795918366
6263,1,2,29,1,1,1,1,3,15000,1,30,1,1,1,1,3,3,1,4,1,3,-8,-8,-8,-8,15000,5,1,5,3,3,3,3,3,3,60,22.956841138659325
6264,5,2,31,1,3,1,1,4,0,1,130,4,5,5,2,4,4,1,4,6,5,-8,-8,-8,-8,0,6,3,5,3,3,2,3,4,4,45,25.53544639152223
6265,3,1,19,2,1,1,1,2,60000,1,103,3,3,1,4,2,3,1,4,-8,4,-8,-8,-8,-8,100000,7,3,7,3,3,2,2,3,-8,72,21.926125822229718
6266,4,2,18,2,1,1,1,4,0,1,200,5,4,5,1,5,5,2,3,1,3,-8,-8,-8,-8,20000,6,3,5,3,3,2,3,3,3,24,17.578124999999996
6267,4,2,5,1,1,1,1,4,25000,1,100,5,5,4,1,4,3,1,4,4,3,-8,-8,-8,-8,50000,5,3,5,3,3,2,2,4,2,47,22.49134948096886
6268,5,1,27,1,1,1,1,12,48000,1,62,4,4,4,2,2,5,2,2,4,1,4,8,2,4,102000,5,3,5,2,3,2,1,4,2,32,24.151672503320853
6269,4,1,13,2,6,0,3,1,1000,1,360,4,4,4,1,2,4,1,4,3,4,-8,-8,-8,-8,-8,4,2,5,3,7,3,2,3,2,65,17.77777777777778
6270,3,1,19,1,1,1,1,4,60000,1,52,3,5,3,5,2,5,3,2,4,5,-8,-8,-8,-8,100000,5,3,5,3,3,1,2,3,4,82,27.08415906989034
6271,5,2,9,1,1,1,1,4,5000,1,90,5,4,4,1,3,3,3,4,4,1,4,27,2,4,5000,4,2,5,3,3,2,2,4,2,42,17.301038062283737
6272,4,2,10,1,1,1,1,5,100000,1,90,5,4,4,1,4,5,1,3,5,3,-8,-8,-8,-8,130000,7,3,6,3,3,2,2,4,2,38,23.671253629592222
6273,3,2,16,2,1,0,1,1,500,1,180,2,2,3,1,3,1,1,3,3,3,-8,-8,-8,-8,30000,7,1,6,3,3,3,2,-8,4,53,18.718042366691016
6274,4,1,1,1,1,1,2,12,40000,1,102,4,4,4,2,3,3,2,3,6,1,4,15,2,4,80000,6,3,5,3,1,2,2,4,2,39,23.095409007209515
6275,4,2,19,1,1,1,1,3,60000,4,270,3,4,5,4,2,4,3,3,5,5,-8,-8,-8,-8,80000,6,3,5,3,3,1,2,4,2,71,24.96494647925858
6276,4,2,31,2,1,1,1,4,0,1,100,5,5,5,1,2,4,2,5,5,5,-8,-8,-8,-8,20000,6,2,5,3,3,3,2,4,2,26,20.70081674131507
6277,4,1,12,1,1,0,7,12,150000,1,78,4,3,3,2,3,3,3,2,2,1,3,16,2,5,150000,7,1,4,3,3,3,2,2,3,40,24.221453287197235
6278,4,2,9,1,1,1,1,3,1500,1,70,2,2,3,1,1,4,1,4,5,4,-8,-8,-8,-8,1500,5,3,5,3,3,2,1,4,2,65,29.053287981859416
6279,4,1,4,2,1,1,1,10,70000,1,60,4,5,4,1,1,4,2,2,4,1,9,7,3,4,200000,5,2,5,2,3,2,1,4,3,29,24.999999999999996
